reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share
Canada,C124,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",TOTAL,"All products",3.81006555097293,,0.777928635067711
