Title,Date,Imports,Exports
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,April 2024,38518984,125725349
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,May 2024,42520089,125808827
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,June 2024,53569222,133317237
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,July 2024,36175995,116992417
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,August 2024,26384188,147432104
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,September 2024,24142164,107641429
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,October 2024,22159519,124223249
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,November 2024,37817943,147467966
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,December 2024,18678177,160000252
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,January 2025,16690670,218374312
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,February 2025,27327258,129683683
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,March 2025,49049981,198427471
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,April 2025,25143587,65905661
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,May 2025,17803679,5694012
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,June 2025,15426072,6406456
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,July 2025,17217899,7634020
Motor vehicle and motor vehicle parts and accessories merchant wholesalers,August 2025,15206897,26437763
Building material and supplies merchant wholesalers,January 2024,0,0
Building material and supplies merchant wholesalers,February 2024,0,0
Building material and supplies merchant wholesalers,March 2024,0,0
Building material and supplies merchant wholesalers,April 2024,0,0
Building material and supplies merchant wholesalers,May 2024,0,0
Building material and supplies merchant wholesalers,June 2024,0,0
Building material and supplies merchant wholesalers,July 2024,0,0
Building material and supplies merchant wholesalers,August 2024,0,0
Building material and supplies merchant wholesalers,September 2024,0,0
Building material and supplies merchant wholesalers,October 2024,0,0
Building material and supplies merchant wholesalers,November 2024,0,0
Building material and supplies merchant wholesalers,December 2024,0,0
Building material and supplies merchant wholesalers,January 2025,0,0
Building material and supplies merchant wholesalers,February 2025,0,0
Building material and supplies merchant wholesalers,March 2025,0,0
Building material and supplies merchant wholesalers,April 2025,0,0
Building material and supplies merchant wholesalers,May 2025,0,0
Building material and supplies merchant wholesalers,June 2025,0,0
Building material and supplies merchant wholesalers,July 2025,0,0
Building material and supplies merchant wholesalers,August 2025,0,0
"Machinery, equipment and supplies merchant wholesalers",January 2024,24607930,0
"Machinery, equipment and supplies merchant wholesalers",February 2024,21872650,0
"Machinery, equipment and supplies merchant wholesalers",March 2024,29142726,0
"Machinery, equipment and supplies merchant wholesalers",April 2024,26848575,0
"Machinery, equipment and supplies merchant wholesalers",May 2024,25084534,0
"Machinery, equipment and supplies merchant wholesalers",June 2024,14576559,0
"Machinery, equipment and supplies merchant wholesalers",July 2024,23668147,0
"Machinery, equipment and supplies merchant wholesalers",August 2024,24667683,0
"Machinery, equipment and supplies merchant wholesalers",September 2024,17203855,0
"Machinery, equipment and supplies merchant wholesalers",October 2024,13791193,0
"Machinery, equipment and supplies merchant wholesalers",November 2024,20947935,0
"Machinery, equipment and supplies merchant wholesalers",December 2024,12807450,0
"Machinery, equipment and supplies merchant wholesalers",January 2025,20915353,0
"Machinery, equipment and supplies merchant wholesalers",February 2025,13474757,0
"Machinery, equipment and supplies merchant wholesalers",March 2025,24114292,0
"Machinery, equipment and supplies merchant wholesalers",April 2025,19709694,0
"Machinery, equipment and supplies merchant wholesalers",May 2025,11446520,0
"Machinery, equipment and supplies merchant wholesalers",June 2025,15822728,0
"Machinery, equipment and supplies merchant wholesalers",July 2025,19139372,0
"Machinery, equipment and supplies merchant wholesalers",August 2025,10060377,0
Miscellaneous merchant wholesalers,January 2024,570669268,329601423
Miscellaneous merchant wholesalers,February 2024,561939371,319361535
Miscellaneous merchant wholesalers,March 2024,614498304,340052925
Miscellaneous merchant wholesalers,April 2024,814331181,329897913
Miscellaneous merchant wholesalers,May 2024,757119048,351661386
Miscellaneous merchant wholesalers,June 2024,648891294,347780241
Miscellaneous merchant wholesalers,July 2024,691435838,353976618
Miscellaneous merchant wholesalers,August 2024,675934264,327941972
Miscellaneous merchant wholesalers,September 2024,728755121,345263960
Miscellaneous merchant wholesalers,October 2024,886155395,353711363
Miscellaneous merchant wholesalers,November 2024,726458323,330066831
Miscellaneous merchant wholesalers,December 2024,714252795,307592695
Miscellaneous merchant wholesalers,January 2025,648768963,358081885
Miscellaneous merchant wholesalers,February 2025,415237492,317187021
Miscellaneous merchant wholesalers,March 2025,346941430,439094395
Miscellaneous merchant wholesalers,April 2025,210719215,312769874
Miscellaneous merchant wholesalers,May 2025,372166395,353589381
Miscellaneous merchant wholesalers,June 2025,436031752,379427459
Miscellaneous merchant wholesalers,July 2025,955720434,404433498
Miscellaneous merchant wholesalers,August 2025,550237448,392202889
"Business-to-business electronic markets, and agents and brokers",January 2024,0,0
"Business-to-business electronic markets, and agents and brokers",February 2024,0,0
"Business-to-business electronic markets, and agents and brokers",March 2024,0,0
"Business-to-business electronic markets, and agents and brokers",April 2024,0,0
"Business-to-business electronic markets, and agents and brokers",May 2024,0,0
"Business-to-business electronic markets, and agents and brokers",June 2024,0,0
"Business-to-business electronic markets, and agents and brokers",July 2024,0,0
"Business-to-business electronic markets, and agents and brokers",August 2024,0,0
"Business-to-business electronic markets, and agents and brokers",September 2024,0,0
"Business-to-business electronic markets, and agents and brokers",October 2024,0,0
"Business-to-business electronic markets, and agents and brokers",November 2024,0,0
"Business-to-business electronic markets, and agents and brokers",December 2024,0,0
"Business-to-business electronic markets, and agents and brokers",January 2025,0,0
"Business-to-business electronic markets, and agents and brokers",February 2025,0,0
"Business-to-business electronic markets, and agents and brokers",March 2025,0,0
"Business-to-business electronic markets, and agents and brokers",April 2025,0,0
"Business-to-business electronic markets, and agents and brokers",May 2025,0,0
"Business-to-business electronic markets, and agents and brokers",June 2025,0,0
"Business-to-business electronic markets, and agents and brokers",July 2025,0,0
"Business-to-business electronic markets, and agents and brokers",August 2025,0,0
